일자,작품명,합계
2023-04-25,창작가무극 <신과 함께_저승편>,92
2023-04-25,창작가무극 <신과 함께_저승편>,24
2023-04-25,첼리스트 박경옥의 프로포즈 VI,300
2023-04-25,디 앙상블 제16회 정기연주회,147
2023-04-25,김보람 피아노 독주회,46
2023-04-26,창작가무극 <신과 함께_저승편>,220
2023-04-26,창작가무극 <신과 함께_저승편>,27
2023-04-26,창작가무극 <신과 함께_저승편>,2
2023-04-26,"2023 예술의전당 연극 <추남, 미녀>",87
2023-04-26,앙상블 앵테르콩탱포랭,435
2023-04-26,서울예술가곡연구회 제70회 정기연주회,79
2023-04-27,한화생명과 함께하는 예술의전당 11시 콘서트(4월),1285
2023-04-27,창작가무극 <신과 함께_저승편>,110
2023-04-27,창작가무극 <신과 함께_저승편>,35
2023-04-27,창작가무극 <신과 함께_저승편>,2
2023-04-27,국립오페라단 정기공연 오페라 <맥베스>,1122
2023-04-27,"2023 예술의전당 연극 <추남, 미녀>",88
2023-04-27,정호진 바이올린 독주회,256
2023-04-27,정봉아 피아노 독주회,62
2023-04-27,백병동의 어제와 오늘,267
2023-04-28,KT와 함께하는 예술의전당 마음을 담은 클래식(4월),1467
2023-04-28,창작가무극 <신과 함께_저승편>,136
2023-04-28,창작가무극 <신과 함께_저승편>,19
2023-04-28,2023 서울스프링실내악축제 0428,385
2023-04-28,국립오페라단 정기공연 오페라 <맥베스>,949
2023-04-28,"2023 예술의전당 연극 <추남, 미녀>",68
2023-04-28,"2023 예술의전당 연극 <추남, 미녀>",79
2023-04-28,임진영 피아노 독주회,25
2023-04-28,(사)한국여성작곡가회 제 76회 봄 정기발표회,95
2023-04-29,창작가무극 <신과 함께_저승편>,205
2023-04-29,창작가무극 <신과 함께_저승편>,230
2023-04-29,창작가무극 <신과 함께_저승편>,44
2023-04-29,창작가무극 <신과 함께_저승편>,74
2023-04-29,창작가무극 <신과 함께_저승편>,2
2023-04-29,창작가무극 <신과 함께_저승편>,3
2023-04-29,2023 서울스프링실내악축제 0429,473
2023-04-29,국립오페라단 정기공연 오페라 <맥베스>,1346
2023-04-29,"2023 예술의전당 연극 <추남, 미녀>",104
2023-04-29,"2023 예술의전당 연극 <추남, 미녀>",112
2023-04-29,앙상블블랭크 작곡가는 살아있다,244
2023-04-29,나보미 귀국 바이올린 독주회,134
2023-04-30,KBS교향악단 제789회 정기연주회,1667
2023-04-30,창작가무극 <신과 함께_저승편>,260
2023-04-30,창작가무극 <신과 함께_저승편>,45
2023-04-30,창작가무극 <신과 함께_저승편>,2
2023-04-30,2023 서울스프링실내악축제 0430,459
2023-04-30,국립오페라단 정기공연 오페라 <맥베스>,1059
2023-04-30,"2023 예술의전당 연극 <추남, 미녀>",83
2023-04-30,"첼리스트 박건우, 피아니스트 김종윤 듀오 리사이틀 - 서울",226
2023-04-30,최성식 오보에 독주회,154
2023-04-30,바이올리니스트 설지영 &피아니스트 조한이 듀오 리사이틀,69
2023-05-02,손열음 모차르트 피아노 소나타 전곡 리사이틀 (5.2) ,1991
2023-05-02,2023 서울스프링실내악축제 0502,310
2023-05-02,정혜연 피아노 독주회,142
2023-05-02,전인홍 바이올린 독주회,83
2023-05-03,2023 서울스프링실내악축제 0503,311
2023-05-03,"2023 예술의전당 연극 <추남, 미녀>",78
2023-05-03,제44회 유나이티드 필하모닉 오케스트라와 함께하는 가족음악회,1330
2023-05-03,신범수 타악기 독주회,71
2023-05-03,예술의전당 인춘아트홀 Special - THE NEXT (피아니스트 예수아),68
2023-05-04,국립심포니오케스트라 - 차이콥스키 발레 모음곡,2024
2023-05-04,2023 서울스프링실내악축제 0504,261
2023-05-04,"2023 예술의전당 연극 <추남, 미녀>",66
2023-05-04,피아니스트 김소연 초청 리사이틀,44
2023-05-04,KT와 함께하는 예술의전당 마음을 담은 클래식(5월),1326
2023-05-04,우미현 제3회 작곡발표회,19
2023-05-05,"조성현, 함경의 백 투 더 베이직: 목관의 언어",336
2023-05-05,"2023 예술의전당 연극 <추남, 미녀>",130
2023-05-05,"2023 예술의전당 연극 <추남, 미녀>",102
2023-05-05,피카스 그림동화 음악회,89
2023-05-05,서울클라리넷 앙상블과 함께하는 어린이날 콘서트,330
2023-05-06,손열음 모차르트 피아노 소나타 전곡 리사이틀 (5.6),2094
2023-05-06,2023 서울스프링실내악축제 가족음악회,391
2023-05-06,2023 서울스프링실내악축제 0506,347
2023-05-06,"2023 예술의전당 연극 <추남, 미녀>",112
2023-05-06,"2023 예술의전당 연극 <추남, 미녀>",63
2023-05-06,김선주 피아노 독주회 XVII B,80
2023-05-06,변새봄 첼로 독주회,126
2023-05-07,2023 서울스프링실내악축제 0507,452
2023-05-07,"2023 예술의전당 연극 <추남, 미녀>",66
2023-05-07,우리말로 부르는 베토벤 9번 교향곡 <합창>,1934
2023-05-07,이영민 피아노 독주회,76
2023-05-07,문지원 바이올린 독주회,109
2023-05-07,김민희 플루트 독주회,74
2023-05-09,예술의전당 인춘아트홀 Special - Beethoven Series,64
2023-05-09,정진희 바이올린 독주회,152
2023-05-09,Italienisches Liederbuch,312
2023-05-10,"2023 예술의전당 연극 <추남, 미녀>",69
2023-05-10,손정범 피아노 리사이틀 ,530
2023-05-10,예술의전당 인춘아트홀 Special - Beethoven Series,83
2023-05-10,배종선 플루트 독주회,84
2023-05-10,김은식 바로크 바이올린 독주회,161
2023-05-11,미클로시 페레니 & 피닌 콜린스 듀오 콘서트 Ⅰ,1253
2023-05-11,"2023 예술의전당 연극 <추남, 미녀>",117
2023-05-11,예술의전당 인춘아트홀 Special - Beethoven Series,56
2023-05-11,한화생명과 함께하는 예술의전당 11시 콘서트(5월),1279
2023-05-11,2023 CMSS Festival,68
2023-05-12,율리아나 아브제예바 피아노 리사이틀,1138
2023-05-12,"2023 예술의전당 연극 <추남, 미녀>",107
2023-05-12,"2023 예술의전당 연극 <추남, 미녀>",62
2023-05-12,유니버설발레단 <심청>,1326
2023-05-12,2023 예술의전당 토월정통연극 <오셀로>,354
2023-05-12,예술의전당 인춘아트홀 Special - Beethoven Series,80
2023-05-12,채희철 어수희 듀오 리사이틀 ,280
2023-05-12,김희진 피아노 독주회,165
2023-05-13,"2023 예술의전당 연극 <추남, 미녀>",77
2023-05-13,"2023 예술의전당 연극 <추남, 미녀>",64
2023-05-13,유니버설발레단 <심청>,1369
2023-05-13,유니버설발레단 <심청>,1329
2023-05-13,2023 예술의전당 토월정통연극 <오셀로>,487
2023-05-13,2023 예술의전당 토월정통연극 <오셀로>,397
2023-05-13,예술의전당 인춘아트홀 Special - Beethoven Series,84
2023-05-13,히로타 순지 피아노 독주회,299
2023-05-13,진 덕 비올라 독주회,165
2023-05-13,서울모던앙상블 제14회 정기연주,42
2023-05-14,미클로시 페레니 & 피닌 콜린스 듀오 콘서트 Ⅱ,1559
2023-05-14,"2023 예술의전당 연극 <추남, 미녀>",100
2023-05-14,유니버설발레단 <심청>,1438
2023-05-14,2023 예술의전당 토월정통연극 <오셀로>,414
2023-05-14,문수형 바이올린 독주회,164
2023-05-14,김성수 귀국 트롬본 독주회,133
2023-05-14,피아니스트 김경현의 클래식 힐링 콘서트 3,71
2023-05-14,홍은선 베토벤 첼로 전곡 시리즈 Ⅰ,371
2023-05-16,"2023 일리야 라쉬코프스키, 라흐마니노프 3개의 피아노협주곡",1956
2023-05-16,2022 아트실비아 실내악 오디션 우승 기념 아스틴 퀸텟 스페셜 콘서트,370
2023-05-16,최진이 피아노 독주회,124
2023-05-16,아니마 체임버 앙상블 실내악 음악회,73
2023-05-17,"2023 예술의전당 연극 <추남, 미녀>",194
2023-05-17,필리프 헤레베허 & 샹젤리제 오케스트라,1286
2023-05-17,2023 예술의전당 토월정통연극 <오셀로>,428
2023-05-17,2023 예술의전당 토월정통연극 <오셀로>,319
2023-05-17,고의석 기타 독주회,102
2023-05-17,리게티 페스티벌 오프닝콘서트,501
2023-05-18,2023 서울시향 마르쿠스 슈텐츠와 조슈아 벨 ①,1634
2023-05-18,"2023 예술의전당 연극 <추남, 미녀>",69
2023-05-18,2023 예술의전당 토월정통연극 <오셀로>,382
2023-05-18,앙상블 `공간` 프로젝트 열네 번째 이야기,262
2023-05-18,예술의전당 인춘아트홀 Special - Beethoven Series,59
2023-05-18,장예은 귀국 첼로 독주회,196
2023-05-19,2023 서울시향 마르쿠스 슈텐츠와 조슈아 벨 ②,1769
2023-05-19,"2023 예술의전당 연극 <추남, 미녀>",136
2023-05-19,"2023 예술의전당 연극 <추남, 미녀>",73
2023-05-19,[2023 대한민국오페라페스티벌] 라 트라비아타,1348
2023-05-19,2023 예술의전당 토월정통연극 <오셀로>,254
2023-05-19,윤민규 오보에 독주회,163
2023-05-19,리음앙상블 가정의 달 기획 `詩실내악` 시리즈 2,317
2023-05-19,꽃의 이중창 ,68
2023-05-20,"2023 예술의전당 연극 <추남, 미녀>",78
2023-05-20,"2023 예술의전당 연극 <추남, 미녀>",105
2023-05-20,[2023 대한민국오페라페스티벌] 라 트라비아타,1319
